# DETECTION BENCHMARK RESULTS - column glossary
# ----------------------------------------------------------------------
# Model               LLM model id used to score this run
# Filename            Source artifact analyzed (EVTX file or CSV stem)
# Difficulty          Tag from metadata.json: easy / medium / hard
# Test Set            A=Known Pattern, B=Obfuscated, C=Noise-heavy, D=Benign
# Status              processed | error | context_exceeded
# Malicious           Model verdict: YES (attack) or NO (routine/benign)
# Confidence %        Heuristic confidence from response structure quality, not model-stated (0-100)
# Alignment %         Share of cited evidence found verbatim in source (0-100)
# Structure Valid     Response parsed cleanly into the required sections
# Event IDs           Event IDs extracted from the model's EVIDENCE block
# Processes           Process names extracted from the model's EVIDENCE block
# Accounts            Account names extracted from the model's EVIDENCE block
# Commands            Command lines / script blocks extracted from EVIDENCE
# Network             IPs / hostnames / shares extracted from EVIDENCE
# Registry            Registry keys / values extracted from EVIDENCE
# Hallucination %     Share of cited evidence not found in source events (0-100)
# Response Time (s)   Wall-clock seconds from prompt sent to response received
# Extraction (6)      Did the model find the right evidence? (0-6)
# Interpretation (6)  Did it correctly explain what the evidence implies? (0-6)
# NoHallucination (4) 4 = no fabricated evidence, 0 = heavy fabrication
# Reasoning (4)       Quality of the chain of reasoning in EXPLANATION (0-4)
# Total (20)          Sum of the four criteria above (0-20)
# Grade               Letter grade from Total: A>=17, B>=14, C>=10, D<10
# LLM Response        Full raw text the model returned, before any parsing
#
# Skip these lines in pandas:  pd.read_csv(path, comment='#')
# ----------------------------------------------------------------------
Model,Filename,Difficulty,Test Set,Status,Malicious,Confidence %,Alignment %,Structure Valid,Event IDs,Processes,Accounts,Commands,Network,Registry,Hallucination %,Response Time (s),Extraction (6),Interpretation (6),NoHallucination (4),Reasoning (4),Total (20),Grade,LLM Response
claude-opus-4-8,ID33205-SQL Server failed login with disabled SA account.evtx,easy,A,processed,YES,100.0,75.0,YES,33205,,sa,,10.23.23.9,,0.0,3.29,4.5,6.0,4.0,3,17.5,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 33205
- Processes: None
- Accounts: sa
- Commands: None
- Network: 10.23.23.9
- Registry: None

EXPLANATION:
Multiple failed SQL Server login attempts for the privileged 'sa' account originate from the same source IP (10.23.23.9) within seconds of each other, with the ""error occurred while evaluating the password"" reason (state 7). This repeated authentication failure pattern against a high-value administrative account is consistent with a brute-force or password-guessing attack."
claude-opus-4-8,ID4625-failed login with denied access due to account restriction.evtx,easy,A,processed,YES,100.0,100.0,YES,4625,C:\Windows\System32\winlogon.exe,FS03$,,10.23.23.9,,0.0,3.95,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4625
- Processes: C:\Windows\System32\winlogon.exe
- Accounts: FS03$
- Commands: None
- Network: 10.23.23.9
- Registry: None

EXPLANATION:
Multiple failed RDP logons (LogonType 10) with Status 0xC000006E (bad username/password) from the same source IP 10.23.23.9 against FS03 within roughly two minutes indicate a remote brute-force/credential-guessing attempt. The repeated interactive remote authentication failures from a single host targeting unspecified accounts is consistent with an attacker probing for valid credentials rather than benign user error."
claude-opus-4-8,ID1-WMI spwaning PowerShell process - WMImplant.evtx,easy,B,processed,YES,100.0,100.0,YES,1,"powershell.exe, WmiPrvSE.exe",OFFSEC\admmig,"powershell $env:I4Pzl|.(Get-C`ommand ('{1}e{0}'-f'x','i')), C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding",,,0.0,4.77,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 1
- Processes: powershell.exe, WmiPrvSE.exe
- Accounts: OFFSEC\admmig
- Commands: powershell $env:I4Pzl|.(Get-C`ommand ('{1}e{0}'-f'x','i')), C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding
- Network: None
- Registry: None

EXPLANATION:
PowerShell was spawned by WmiPrvSE.exe, indicating remote WMI-based execution, which is a common lateral-movement and remote-code-execution technique. The command line uses heavy obfuscation (backtick-broken Get-Command, format-string Invoke-Expression reconstruction, and a randomized environment variable payload) to evade detection, all running at High integrity. These deliberate evasion techniques combined with the WMI parent and the T1086 PowerShell rule tag strongly indicate malicious activity."
claude-opus-4-8,ID1-WMIexec process execution.evtx,easy,A,processed,YES,100.0,90.0,YES,1,C:\Windows\System32\cmd.exe,NT AUTHORITY\SYSTEM,"C:\Windows\system32\cmd.exe  /Q /c C:\Windows\TEMP\execute.bat, C:\Windows\system32\cmd.exe /Q /c echo cd  ^&gt | \\127.0.0.1\C$\__output 2^&gt | ^&amp | 1 &gt | C:\Windows\TEMP\execute.bat &amp | C:\Windows\system32\cmd.exe /Q /c C:\Windows\TEMP\execute.bat &amp | del C:\Windows\TEMP\execute.bat",\\127.0.0.1\C$\__output,,33.3,5.58,5.4,5.0,2.7,3,16.1,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\cmd.exe
- Accounts: NT AUTHORITY\SYSTEM
- Commands: C:\Windows\system32\cmd.exe  /Q /c C:\Windows\TEMP\execute.bat, C:\Windows\system32\cmd.exe /Q /c echo cd  ^&gt; \\127.0.0.1\C$\__output 2^&gt;^&amp;1 &gt; C:\Windows\TEMP\execute.bat &amp; C:\Windows\system32\cmd.exe /Q /c C:\Windows\TEMP\execute.bat &amp; del C:\Windows\TEMP\execute.bat
- Network: \\127.0.0.1\C$\__output
- Registry: None

EXPLANATION:
This matches the Impacket/wmiexec-style execution pattern, where commands are written to a batch file in C:\Windows\TEMP, run, redirected to an admin share output file (\\127.0.0.1\C$\__output), and then deleted to cover tracks. Execution as NT AUTHORITY\SYSTEM at System integrity via redirection to the C$ admin share strongly indicates remote command execution / lateral movement tooling, not routine activity."
claude-opus-4-8,ID3-7-10-Suspicious DLL loaded (CME+Mimikatz).evtx,easy,A,processed,YES,100.0,100.0,YES,"7, 3, 10","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe, C:\Windows\system32\lsass.exe",OFFSEC\admmig,,"10.23.42.38, 10.23.123.11",,0.0,4.80,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 7, 3, 10
- Processes: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe, C:\Windows\system32\lsass.exe
- Accounts: OFFSEC\admmig
- Commands: None
- Network: 10.23.42.38, 10.23.123.11
- Registry: None

EXPLANATION:
PowerShell (process 2668) loaded System.Management.Automation and WMI modules, then opened lsass.exe with GrantedAccess 0x143A and a suspicious CallTrace containing UNKNOWN unsigned memory, consistent with credential dumping (Mimikatz-style LSASS access). The same PowerShell process also initiated repeated outbound TCP/443 connections to 10.23.123.11, indicating possible C2 or exfiltration following the credential access. This combination of LSASS memory access via PowerShell plus beaconing network activity is strongly indicative of malicious attack behavior."
claude-opus-4-8,ID4688-5145-WMIexec execution via SMB.evtx,easy,A,processed,YES,100.0,75.0,YES,"1102, 4964, 4672, 4624, 4688, 4674, 5140, 5145","C:\Windows\System32\cmd.exe, C:\Windows\System32\conhost.exe","admmig, LOCAL SERVICE, FS03VULN$","cmd.exe /Q /c cd \ 1> \\127.0.0.1\ADMIN$\__1619090610.0007844 2>&1, cmd.exe /Q /c cd  1> \\127.0.0.1\ADMIN$\__1619090610.0007844 2>&1, \??\C:\Windows\system32\conhost.exe 0xffffffff","10.23.23.9, 10.23.123.11, 127.0.0.1",,0.0,14.90,4.5,5.0,4.0,3,16.5,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 1102, 4964, 4672, 4624, 4688, 4674, 5140, 5145
- Processes: C:\Windows\System32\cmd.exe, C:\Windows\System32\conhost.exe
- Accounts: admmig, LOCAL SERVICE, FS03VULN$
- Commands: cmd.exe /Q /c cd \ 1> \\127.0.0.1\ADMIN$\__1619090610.0007844 2>&1, cmd.exe /Q /c cd  1> \\127.0.0.1\ADMIN$\__1619090610.0007844 2>&1, \??\C:\Windows\system32\conhost.exe 0xffffffff
- Network: 10.23.23.9, 10.23.123.11, 127.0.0.1
- Registry: None

EXPLANATION:
The sequence begins with an audit log clear (Event 1102) followed by remote SMB authentication and ADMIN$ share access executing cmd.exe commands that redirect output to \\127.0.0.1\ADMIN$\__<timestamp> files — the classic Impacket smbexec/wmiexec remote command execution pattern. This is followed by mass enumeration of the C$ share and exfiltration-style reads of files including ""SMB exec.evtx"" by admmig holding highly privileged tokens (SeDebugPrivilege, SeImpersonatePrivilege), confirming lateral movement and remote code execution rather than benign administration."
claude-opus-4-8,ID4688-4698 Persistent scheduled task with SYSTEM privileges creation.evtx,easy,A,processed,YES,100.0,93.8,YES,"4688, 4698","schtasks.exe, powershell.exe, cscript.exe, conhost.exe, MonitoringHost.exe","admmig, SRVDEFENDER01$","""C:\Windows\system32\schtasks.exe"" /create /sc minute /mo 1 /tn eviltask /tr C:\tools\shell.cmd /ru SYSTEM, ""C:\Windows\system32\cscript.exe"" /nologo ""MonitorKnowledgeDiscovery.vbs"", \??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",,,0.0,5.60,5.6,6.0,4.0,4,19.6,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4688, 4698
- Processes: schtasks.exe, powershell.exe, cscript.exe, conhost.exe, MonitoringHost.exe
- Accounts: admmig, SRVDEFENDER01$
- Commands: ""C:\Windows\system32\schtasks.exe"" /create /sc minute /mo 1 /tn eviltask /tr C:\tools\shell.cmd /ru SYSTEM, ""C:\Windows\system32\cscript.exe"" /nologo ""MonitorKnowledgeDiscovery.vbs"", \??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1
- Network: None
- Registry: None

EXPLANATION:
A scheduled task named ""eviltask"" was created via schtasks.exe spawned from powershell.exe, configured to run C:\tools\shell.cmd every minute as SYSTEM (S-1-5-18), confirmed by the paired 4698 task-registration event. This pattern of PowerShell-launched task creation executing a non-standard .cmd payload with SYSTEM privileges on a recurring trigger is a classic persistence and privilege-escalation technique, making it malicious."
claude-opus-4-8,ID4688-Interactive shell using AT schedule task.evtx,easy,A,processed,YES,100.0,100.0,YES,4688,"C:\Windows\System32\at.exe, C:\Windows\System32\cmd.exe",admmig,at  13:20 /interactive cmd,,,0.0,3.80,6.0,5.0,4.0,3,18.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4688
- Processes: C:\Windows\System32\at.exe, C:\Windows\System32\cmd.exe
- Accounts: admmig
- Commands: at  13:20 /interactive cmd
- Network: None
- Registry: None

EXPLANATION:
The legacy at.exe scheduler is being used to launch an interactive cmd session, a classic technique for scheduling commands and escalating to SYSTEM-level interactive execution. The /interactive cmd payload combined with a high mandatory integrity label (S-1-16-12288) indicates an attempt to gain a privileged shell rather than routine task scheduling."
claude-opus-4-8,ID4688-Scheduled task creation.evtx,easy,A,processed,YES,100.0,100.0,YES,4688,"C:\Windows\System32\schtasks.exe, C:\Windows\System32\cmd.exe, myapp.exe",lambda-user,schtasks  /create /s fs02 /tn tasks_test_hacker2 /tr myapp.exe /sc daily /mo 10,fs02,,0.0,5.09,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4688
- Processes: C:\Windows\System32\schtasks.exe, C:\Windows\System32\cmd.exe, myapp.exe
- Accounts: lambda-user
- Commands: schtasks  /create /s fs02 /tn tasks_test_hacker2 /tr myapp.exe /sc daily /mo 10
- Network: fs02
- Registry: None

EXPLANATION:
A scheduled task is being created remotely (/s fs02) to execute an unspecified binary (myapp.exe) on a daily schedule, which is a common persistence and lateral movement technique. The suspicious task name ""tasks_test_hacker2"" and the use of schtasks spawned from cmd.exe by a ""lambda-user"" account strongly indicate malicious activity rather than routine administration."
claude-opus-4-8,ID4698-4699-Fast created & deleted task by ATexec (susp. arg.).evtx,easy,A,processed,YES,100.0,100.0,YES,"4698, 4699",cmd.exe,"admmig, OFFSEC, S-1-5-18, LocalSystem",/C whoami &gt | %windir%\Temp\bouWFQYO.tmp 2&gt | &amp | 1,,,33.3,7.03,6.0,5.0,2.7,2,15.7,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4698, 4699
- Processes: cmd.exe
- Accounts: admmig, OFFSEC, S-1-5-18, LocalSystem
- Commands: /C whoami &gt; %windir%\Temp\bouWFQYO.tmp 2&gt;&amp;1
- Network: None
- Registry: None

EXPLANATION:
A scheduled task with a randomized name (\bouWFQYO) was created and then deleted within milliseconds, configured to run as LocalSystem (S-1-5-18) with HighestAvailable run level and the Hidden flag set to true. This rapid create-execute-delete pattern with output redirected to a temp file (.tmp) is characteristic of remote command execution tooling (e.g., Atexec/SCM-based lateral movement) rather than legitimate persistent task scheduling."
