# DETECTION BENCHMARK RESULTS - column glossary
# ----------------------------------------------------------------------
# Model               LLM model id used to score this run
# Filename            Source artifact analyzed (EVTX file or CSV stem)
# Difficulty          Tag from metadata.json: easy / medium / hard
# Test Set            A=Known Pattern, B=Obfuscated, C=Noise-heavy, D=Benign
# Status              processed | error | context_exceeded
# Malicious           Model verdict: YES (attack) or NO (routine/benign)
# Confidence %        Heuristic confidence from response structure quality, not model-stated (0-100)
# Alignment %         Share of cited evidence found verbatim in source (0-100)
# Structure Valid     Response parsed cleanly into the required sections
# Event IDs           Event IDs extracted from the model's EVIDENCE block
# Processes           Process names extracted from the model's EVIDENCE block
# Accounts            Account names extracted from the model's EVIDENCE block
# Commands            Command lines / script blocks extracted from EVIDENCE
# Network             IPs / hostnames / shares extracted from EVIDENCE
# Registry            Registry keys / values extracted from EVIDENCE
# Hallucination %     Share of cited evidence not found in source events (0-100)
# Response Time (s)   Wall-clock seconds from prompt sent to response received
# Extraction (6)      Did the model find the right evidence? (0-6)
# Interpretation (6)  Did it correctly explain what the evidence implies? (0-6)
# NoHallucination (4) 4 = no fabricated evidence, 0 = heavy fabrication
# Reasoning (4)       Quality of the chain of reasoning in EXPLANATION (0-4)
# Total (20)          Sum of the four criteria above (0-20)
# Grade               Letter grade from Total: A>=17, B>=14, C>=10, D<10
# LLM Response        Full raw text the model returned, before any parsing
#
# Skip these lines in pandas:  pd.read_csv(path, comment='#')
# ----------------------------------------------------------------------
Model,Filename,Difficulty,Test Set,Status,Malicious,Confidence %,Alignment %,Structure Valid,Event IDs,Processes,Accounts,Commands,Network,Registry,Hallucination %,Response Time (s),Extraction (6),Interpretation (6),NoHallucination (4),Reasoning (4),Total (20),Grade,LLM Response
claude-opus-4-8,ID33205-SQL Server failed login with disabled SA account.evtx,easy,A,processed,YES,100.0,75.0,YES,33205,,sa,,10.23.23.9,,0.0,3.56,4.5,6.0,4.0,4,18.5,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 33205
- Processes: None
- Accounts: sa
- Commands: None
- Network: 10.23.23.9
- Registry: None

EXPLANATION:
Multiple failed login attempts (EventID 33205, action_id LGIF, succeeded:false) for the high-privilege 'sa' account originate from the same client IP 10.23.23.9 within seconds of each other. This repeated authentication failure pattern against the SQL Server administrative account is consistent with a brute-force or password-guessing attack."
claude-opus-4-8,ID4625-failed login with denied access due to account restriction.evtx,easy,A,processed,YES,100.0,100.0,YES,4625,C:\Windows\System32\winlogon.exe,FS03$,,10.23.23.9,,0.0,3.56,6.0,1.0,4.0,2,13.0,C,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4625
- Processes: C:\Windows\System32\winlogon.exe
- Accounts: FS03$
- Commands: None
- Network: 10.23.23.9
- Registry: None

EXPLANATION:
Multiple failed RDP logons (LogonType 10) with Status 0xC000006E (username does not exist / bad credentials) originate from the same source IP 10.23.23.9 against FS03 within roughly two minutes. The repeated remote interactive logon failures from a single host is consistent with an RDP brute-force or password-guessing attempt rather than benign activity."
claude-opus-4-8,ID1-WMI spwaning PowerShell process - WMImplant.evtx,easy,B,processed,YES,100.0,100.0,YES,1,"powershell.exe, WmiPrvSE.exe",OFFSEC\admmig,"powershell $env:I4Pzl|.(Get-C`ommand ('{1}e{0}'-f'x','i')), C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding",,,0.0,4.79,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 1
- Processes: powershell.exe, WmiPrvSE.exe, wmiprvse.exe
- Accounts: OFFSEC\admmig
- Commands: powershell $env:I4Pzl|.(Get-C`ommand ('{1}e{0}'-f'x','i')), C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding
- Network: None
- Registry: None

EXPLANATION:
The PowerShell command uses obfuscation techniques (backtick-broken Get-Command, string-format reconstruction of ""iex""/Invoke-Expression) to execute the contents of an environment variable, a common evasion and fileless-execution pattern. It runs with High integrity and is spawned by WmiPrvSE.exe, indicating WMI-based remote/lateral execution rather than normal interactive use. This combination of obfuscation, WMI parentage, and dynamic invocation strongly indicates malicious activity."
claude-opus-4-8,ID1-WMIexec process execution.evtx,easy,A,processed,YES,100.0,90.0,YES,1,C:\Windows\System32\cmd.exe,NT AUTHORITY\SYSTEM,"C:\Windows\system32\cmd.exe  /Q /c C:\Windows\TEMP\execute.bat , C:\Windows\system32\cmd.exe /Q /c echo cd  ^> \\127.0.0.1\C$\__output 2^>^&1 > C:\Windows\TEMP\execute.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\TEMP\execute.bat & del C:\Windows\TEMP\execute.bat",127.0.0.1,,0.0,6.93,5.4,6.0,4.0,4,19.4,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\cmd.exe
- Accounts: NT AUTHORITY\SYSTEM
- Commands: C:\Windows\system32\cmd.exe  /Q /c C:\Windows\TEMP\execute.bat , C:\Windows\system32\cmd.exe /Q /c echo cd  ^> \\127.0.0.1\C$\__output 2^>^&1 > C:\Windows\TEMP\execute.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\TEMP\execute.bat & del C:\Windows\TEMP\execute.bat
- Network: 127.0.0.1
- Registry: None

EXPLANATION:
This activity matches the behavior of remote command execution tools like Impacket's wmiexec/smbexec, where commands are run via cmd.exe, output is redirected to a file written to an admin share (\\127.0.0.1\C$\__output), and the batch file is deleted to cover tracks. Execution as NT AUTHORITY\SYSTEM with this self-deleting, output-redirecting batch pattern under the Accessibility Features technique tag strongly indicates malicious lateral movement/command execution rather than routine administration."
claude-opus-4-8,ID3-7-10-Suspicious DLL loaded (CME+Mimikatz).evtx,easy,A,processed,YES,100.0,100.0,YES,"7, 3, 10","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe, C:\Windows\system32\lsass.exe",OFFSEC\admmig,,"10.23.42.38, 10.23.123.11",,0.0,4.47,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 7, 3, 10
- Processes: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe, C:\Windows\system32\lsass.exe
- Accounts: OFFSEC\admmig
- Commands: None
- Network: 10.23.42.38, 10.23.123.11
- Registry: None

EXPLANATION:
PowerShell (PID 2668) loaded System.Management.Automation and WMI modules, then opened a handle to lsass.exe with GrantedAccess 0x143A, a strong indicator of credential dumping (LSASS memory access). The same process also initiated repeated outbound TCP connections to 10.23.123.11 over port 443, consistent with C2 or data exfiltration following the credential access. The combination of LSASS access and beaconing network activity from PowerShell run by admmig is highly indicative of malicious post-exploitation behavior."
claude-opus-4-8,ID4688-5145-WMIexec execution via SMB.evtx,easy,A,processed,YES,100.0,75.0,YES,"1102, 4964, 4672, 4624, 4688, 4674, 5140, 5145","cmd.exe, conhost.exe, C:\Windows\System32\cmd.exe, C:\Windows\System32\conhost.exe","admmig, FS03VULN$, LOCAL SERVICE","cmd.exe /Q /c cd \ 1> \\127.0.0.1\ADMIN$\__1619090610.0007844 2>&1, cmd.exe /Q /c cd  1> \\127.0.0.1\ADMIN$\__1619090610.0007844 2>&1, \??\C:\Windows\system32\conhost.exe 0xffffffff","10.23.23.9, 10.23.123.11, 127.0.0.1",,0.0,14.74,4.5,6.0,4.0,4,18.5,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 1102, 4964, 4672, 4624, 4688, 4674, 5140, 5145
- Processes: cmd.exe, conhost.exe, C:\Windows\System32\cmd.exe, C:\Windows\System32\conhost.exe
- Accounts: admmig, FS03VULN$, LOCAL SERVICE
- Commands: cmd.exe /Q /c cd \ 1> \\127.0.0.1\ADMIN$\__1619090610.0007844 2>&1, cmd.exe /Q /c cd  1> \\127.0.0.1\ADMIN$\__1619090610.0007844 2>&1, \??\C:\Windows\system32\conhost.exe 0xffffffff
- Network: 10.23.23.9, 10.23.123.11, 127.0.0.1
- Registry: None

EXPLANATION:
Event 1102 shows the Security log was cleared by admmig immediately before the activity, a classic anti-forensic/defense-evasion technique. The cmd.exe commands redirecting output to \\127.0.0.1\ADMIN$\__<timestamp> over SMB are the signature of remote command execution tools (impACKET smbexec/psexec-style), confirmed by SMB share access (ADMIN$, IPC$ pipes srvsvc/wkssvc) and a file named ""SMB exec.evtx"" being exfiltrated. The combination of log clearing, NTLM/Kerberos network logons from 10.23.123.11 and 10.23.23.9, and SMB-based command output redirection indicates lateral movement and hands-on-keyboard attacker activity."
claude-opus-4-8,ID4688-4698 Persistent scheduled task with SYSTEM privileges creation.evtx,easy,A,processed,YES,100.0,93.8,YES,"4688, 4698","schtasks.exe, powershell.exe, cscript.exe, conhost.exe, MonitoringHost.exe","admmig, SRVDEFENDER01$","""C:\Windows\system32\schtasks.exe"" /create /sc minute /mo 1 /tn eviltask /tr C:\tools\shell.cmd /ru SYSTEM, ""C:\Windows\system32\cscript.exe"" /nologo ""MonitorKnowledgeDiscovery.vbs"", \??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",,,0.0,8.69,5.6,6.0,4.0,4,19.6,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4688, 4698
- Processes: schtasks.exe, powershell.exe, cscript.exe, conhost.exe, MonitoringHost.exe
- Accounts: admmig, SRVDEFENDER01$
- Commands: ""C:\Windows\system32\schtasks.exe"" /create /sc minute /mo 1 /tn eviltask /tr C:\tools\shell.cmd /ru SYSTEM, ""C:\Windows\system32\cscript.exe"" /nologo ""MonitorKnowledgeDiscovery.vbs"", \??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1
- Network: None
- Registry: None

EXPLANATION:
A scheduled task named ""eviltask"" was created by admmig via PowerShell (schtasks.exe), configured to run C:\tools\shell.cmd every minute as SYSTEM, indicating privilege escalation and persistence. The paired 4688/4698 events confirm the task creation, and the suspicious naming, SYSTEM execution context, and non-standard payload path strongly indicate malicious persistence behavior."
claude-opus-4-8,ID4688-Interactive shell using AT schedule task.evtx,easy,A,processed,YES,100.0,100.0,YES,4688,"C:\Windows\System32\at.exe, C:\Windows\System32\cmd.exe",admmig,at  13:20 /interactive cmd,,,0.0,4.39,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4688
- Processes: C:\Windows\System32\at.exe, C:\Windows\System32\cmd.exe
- Accounts: admmig
- Commands: at  13:20 /interactive cmd
- Network: None
- Registry: None

EXPLANATION:
The account admmig used at.exe to schedule an interactive command shell (at 13:20 /interactive cmd), a classic technique for executing commands as SYSTEM or establishing scheduled-task persistence. The use of the legacy at.exe with the /interactive flag spawned from cmd.exe is a well-known attacker pattern (MITRE T1053.002) rather than routine administrative activity. The high mandatory integrity label and elevated token further indicate an attempt to gain or maintain privileged execution."
claude-opus-4-8,ID4688-Scheduled task creation.evtx,easy,A,processed,YES,100.0,100.0,YES,4688,"C:\Windows\System32\schtasks.exe, C:\Windows\System32\cmd.exe, myapp.exe",lambda-user,schtasks  /create /s fs02 /tn tasks_test_hacker2 /tr myapp.exe /sc daily /mo 10,fs02,,0.0,4.20,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4688
- Processes: C:\Windows\System32\schtasks.exe, C:\Windows\System32\cmd.exe, myapp.exe
- Accounts: lambda-user
- Commands: schtasks  /create /s fs02 /tn tasks_test_hacker2 /tr myapp.exe /sc daily /mo 10
- Network: fs02
- Registry: None

EXPLANATION:
The schtasks.exe process was used to create a scheduled task on a remote system (/s fs02), spawned from cmd.exe, indicating remote persistence/lateral movement. The task name ""tasks_test_hacker2"" and a generic, non-pathed executable ""myapp.exe"" set to run daily are strong indicators of malicious persistence rather than routine administrative activity."
claude-opus-4-8,ID4698-4699-Fast created & deleted task by ATexec (susp. arg.).evtx,easy,A,processed,YES,100.0,100.0,YES,"4698, 4699",cmd.exe,"admmig, OFFSEC, S-1-5-18, LocalSystem",/C whoami &gt | %windir%\Temp\bouWFQYO.tmp 2&gt | &amp | 1,,,33.3,4.54,6.0,5.0,2.7,3,16.7,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4698, 4699
- Processes: cmd.exe
- Accounts: admmig, OFFSEC, S-1-5-18, LocalSystem
- Commands: /C whoami &gt; %windir%\Temp\bouWFQYO.tmp 2&gt;&amp;1
- Network: None
- Registry: None

EXPLANATION:
A scheduled task with a randomly-generated name (\bouWFQYO) was created and then deleted within the same fraction of a second, configured to run hidden as LocalSystem (S-1-5-18) with HighestAvailable run level executing cmd.exe to redirect whoami output to a temp file. This create-then-immediately-delete pattern combined with random naming, SYSTEM execution, and hidden settings is characteristic of lateral-movement/privilege-escalation tooling (e.g., Impacket atexec) rather than legitimate task scheduling."
