# DETECTION BENCHMARK RESULTS - column glossary
# ----------------------------------------------------------------------
# Model               LLM model id used to score this run
# Filename            Source artifact analyzed (EVTX file or CSV stem)
# Difficulty          Tag from metadata.json: easy / medium / hard
# Test Set            A=Known Pattern, B=Obfuscated, C=Noise-heavy, D=Benign
# Status              processed | error | context_exceeded
# Malicious           Model verdict: YES (attack) or NO (routine/benign)
# Confidence %        Heuristic confidence from response structure quality, not model-stated (0-100)
# Alignment %         Share of cited evidence found verbatim in source (0-100)
# Structure Valid     Response parsed cleanly into the required sections
# Event IDs           Event IDs extracted from the model's EVIDENCE block
# Processes           Process names extracted from the model's EVIDENCE block
# Accounts            Account names extracted from the model's EVIDENCE block
# Commands            Command lines / script blocks extracted from EVIDENCE
# Network             IPs / hostnames / shares extracted from EVIDENCE
# Registry            Registry keys / values extracted from EVIDENCE
# Hallucination %     Share of cited evidence not found in source events (0-100)
# Response Time (s)   Wall-clock seconds from prompt sent to response received
# Extraction (6)      Did the model find the right evidence? (0-6)
# Interpretation (6)  Did it correctly explain what the evidence implies? (0-6)
# NoHallucination (4) 4 = no fabricated evidence, 0 = heavy fabrication
# Reasoning (4)       Quality of the chain of reasoning in EXPLANATION (0-4)
# Total (20)          Sum of the four criteria above (0-20)
# Grade               Letter grade from Total: A>=17, B>=14, C>=10, D<10
# LLM Response        Full raw text the model returned, before any parsing
#
# Skip these lines in pandas:  pd.read_csv(path, comment='#')
# ----------------------------------------------------------------------
Model,Filename,Difficulty,Test Set,Status,Malicious,Confidence %,Alignment %,Structure Valid,Event IDs,Processes,Accounts,Commands,Network,Registry,Hallucination %,Response Time (s),Extraction (6),Interpretation (6),NoHallucination (4),Reasoning (4),Total (20),Grade,LLM Response
claude-opus-4-8,ID33205-SQL Server failed login with disabled SA account.evtx,easy,A,processed,YES,100.0,100.0,YES,33205,,sa,Login failed for user 'sa'. Reason: An error occurred while evaluating the password. [CLIENT: 10.23.23.9,10.23.23.9,,0.0,5.13,6.0,2.0,4.0,4,16.0,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 33205
- Processes: None
- Accounts: sa
- Commands: Login failed for user 'sa'. Reason: An error occurred while evaluating the password. [CLIENT: 10.23.23.9]
- Network: 10.23.23.9
- Registry: None

EXPLANATION:
Multiple failed login attempts (action_id LGIF, succeeded:false, state 7) target the privileged 'sa' SQL Server account from the same source IP 10.23.23.9 within seconds. This repeated pattern of failed authentications against a high-value administrative account is consistent with a password brute-force or credential-guessing attack."
claude-opus-4-8,ID4625-failed login with denied access due to account restriction.evtx,easy,A,processed,YES,100.0,100.0,YES,4625,C:\Windows\System32\winlogon.exe,FS03$,,10.23.23.9,,0.0,5.38,6.0,2.0,4.0,4,16.0,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4625
- Processes: C:\Windows\System32\winlogon.exe
- Accounts: FS03$
- Commands: None
- Network: 10.23.23.9
- Registry: None

EXPLANATION:
Multiple failed logon attempts (Event ID 4625, Status 0xC000006E ""user name does not exist"") via LogonType 10 (RemoteInteractive/RDP) originate from the same source IP 10.23.23.9 in rapid succession against FS03.offsec.lan. This repeated pattern of failed RDP authentications with invalid accounts is consistent with a brute-force or credential-guessing attack rather than benign activity."
claude-opus-4-8,ID1-WMI spwaning PowerShell process - WMImplant.evtx,easy,B,processed,YES,100.0,100.0,YES,1,"powershell.exe, WmiPrvSE.exe",OFFSEC\admmig,"powershell $env:I4Pzl|.(Get-C`ommand ('{1}e{0}'-f'x','i')), C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding",,,0.0,5.22,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 1
- Processes: powershell.exe, WmiPrvSE.exe, wmiprvse.exe
- Accounts: OFFSEC\admmig
- Commands: powershell $env:I4Pzl|.(Get-C`ommand ('{1}e{0}'-f'x','i')), C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding
- Network: None
- Registry: None

EXPLANATION:
The PowerShell command uses obfuscation techniques (backtick splitting and string format reconstruction of ""iex""/Invoke-Expression) to execute content stored in an environment variable, which is a common method to evade detection. It runs at High integrity and was spawned by WmiPrvSE.exe, indicating WMI-based remote/lateral execution rather than normal interactive use. The combination of obfuscation, WMI parent process, and the T1086 PowerShell technique tag strongly indicates malicious activity."
claude-opus-4-8,ID1-WMIexec process execution.evtx,easy,A,processed,YES,100.0,90.0,YES,1,C:\Windows\System32\cmd.exe,NT AUTHORITY\SYSTEM,"C:\Windows\system32\cmd.exe  /Q /c C:\Windows\TEMP\execute.bat, C:\Windows\system32\cmd.exe /Q /c echo cd  ^> \\127.0.0.1\C$\__output 2^>^&1 > C:\Windows\TEMP\execute.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\TEMP\execute.bat & del C:\Windows\TEMP\execute.bat",\\127.0.0.1\C$\__output,,0.0,5.75,5.4,6.0,4.0,4,19.4,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\cmd.exe
- Accounts: NT AUTHORITY\SYSTEM
- Commands: C:\Windows\system32\cmd.exe  /Q /c C:\Windows\TEMP\execute.bat, C:\Windows\system32\cmd.exe /Q /c echo cd  ^> \\127.0.0.1\C$\__output 2^>^&1 > C:\Windows\TEMP\execute.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\TEMP\execute.bat & del C:\Windows\TEMP\execute.bat
- Network: \\127.0.0.1\C$\__output
- Registry: None

EXPLANATION:
This matches the classic Impacket wmiexec/smbexec semi-interactive command execution pattern: command output is redirected to an admin share (\\127.0.0.1\C$\__output), executed via a temporary batch file in C:\Windows\TEMP, then deleted to remove evidence. The execution runs as NT AUTHORITY\SYSTEM at System integrity, indicating remote command execution and lateral movement tooling, which is malicious."
claude-opus-4-8,ID3-7-10-Suspicious DLL loaded (CME+Mimikatz).evtx,easy,A,processed,YES,100.0,100.0,YES,"7, 3, 10","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe, C:\Windows\system32\lsass.exe",OFFSEC\admmig,,"10.23.42.38, 10.23.123.11",,0.0,4.30,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 7, 3, 10
- Processes: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe, C:\Windows\system32\lsass.exe
- Accounts: OFFSEC\admmig
- Commands: None
- Network: 10.23.42.38, 10.23.123.11
- Registry: None

EXPLANATION:
PowerShell (PID 2668) loaded the System.Management.Automation and WMI modules, then opened a handle into lsass.exe with GrantedAccess 0x143A, which is consistent with credential dumping (LSASS memory access). The same process also initiated repeated outbound TCP connections to 10.23.123.11 over port 443, suggesting C2 or data exfiltration following the credential access. The combination of LSASS access via PowerShell plus beaconing network activity strongly indicates malicious post-exploitation behavior."
claude-opus-4-8,ID4688-5145-WMIexec execution via SMB.evtx,easy,A,processed,YES,100.0,75.0,YES,"1102, 4964, 4672, 4624, 4688, 4674, 5140, 5145","cmd.exe, conhost.exe, C:\Windows\System32\cmd.exe, C:\Windows\System32\conhost.exe","admmig, FS03VULN$, LOCAL SERVICE","cmd.exe /Q /c cd \ 1> \\127.0.0.1\ADMIN$\__1619090610.0007844 2>&1, cmd.exe /Q /c cd  1> \\127.0.0.1\ADMIN$\__1619090610.0007844 2>&1, \??\C:\Windows\system32\conhost.exe 0xffffffff","10.23.23.9, 10.23.123.11, 127.0.0.1",,0.0,14.03,4.5,5.0,4.0,3,16.5,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 1102, 4964, 4672, 4624, 4688, 4674, 5140, 5145
- Processes: cmd.exe, conhost.exe, C:\Windows\System32\cmd.exe, C:\Windows\System32\conhost.exe
- Accounts: admmig, FS03VULN$, LOCAL SERVICE
- Commands: cmd.exe /Q /c cd \ 1> \\127.0.0.1\ADMIN$\__1619090610.0007844 2>&1, cmd.exe /Q /c cd  1> \\127.0.0.1\ADMIN$\__1619090610.0007844 2>&1, \??\C:\Windows\system32\conhost.exe 0xffffffff
- Network: 10.23.23.9, 10.23.123.11, 127.0.0.1
- Registry: None

EXPLANATION:
The log opens with Event 1102 (Security log cleared) by admmig, an anti-forensic action, followed by the classic SMBexec/PsExec pattern of cmd.exe spawned by the service host using ""/Q /c cd ... 1> \\127.0.0.1\ADMIN$\__<timestamp> 2>&1"" to capture command output over the ADMIN$ share. The subsequent massive recursive enumeration of C$ via SMB from 10.23.23.9 and the exfiltration-style access to ""SMB exec.evtx"" on the admmig desktop confirm remote command execution and data harvesting. The combination of log clearing, remote service-based command execution, and broad share crawling is consistent with lateral movement and post-exploitation activity."
claude-opus-4-8,ID4688-4698 Persistent scheduled task with SYSTEM privileges creation.evtx,easy,A,processed,YES,100.0,93.8,YES,"4688, 4698","schtasks.exe, powershell.exe, cscript.exe, conhost.exe, MonitoringHost.exe","admmig, SRVDEFENDER01$","""C:\Windows\system32\schtasks.exe"" /create /sc minute /mo 1 /tn eviltask /tr C:\tools\shell.cmd /ru SYSTEM, ""C:\Windows\system32\cscript.exe"" /nologo ""MonitorKnowledgeDiscovery.vbs"", \??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",,,0.0,5.60,5.6,6.0,4.0,4,19.6,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4688, 4698
- Processes: schtasks.exe, powershell.exe, cscript.exe, conhost.exe, MonitoringHost.exe
- Accounts: admmig, SRVDEFENDER01$
- Commands: ""C:\Windows\system32\schtasks.exe"" /create /sc minute /mo 1 /tn eviltask /tr C:\tools\shell.cmd /ru SYSTEM, ""C:\Windows\system32\cscript.exe"" /nologo ""MonitorKnowledgeDiscovery.vbs"", \??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1
- Network: None
- Registry: None

EXPLANATION:
A scheduled task named ""eviltask"" was created via schtasks.exe spawned from powershell.exe, configured to run C:\tools\shell.cmd every minute as SYSTEM, which is a classic persistence and privilege-escalation technique. The paired 4688/4698 events confirm both the process creation and the registration of the malicious task by the admmig account. The suspicious task name, SYSTEM run-as context, and PowerShell parent process strongly indicate malicious persistence rather than legitimate administration."
claude-opus-4-8,ID4688-Interactive shell using AT schedule task.evtx,easy,A,processed,YES,100.0,100.0,YES,4688,"C:\Windows\System32\at.exe, C:\Windows\System32\cmd.exe",admmig,at  13:20 /interactive cmd,,,0.0,7.29,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4688
- Processes: C:\Windows\System32\at.exe, C:\Windows\System32\cmd.exe
- Accounts: admmig
- Commands: at  13:20 /interactive cmd
- Network: None
- Registry: None

EXPLANATION:
The account admmig spawned at.exe from cmd.exe to schedule an interactive command shell, a classic legacy persistence/privilege-escalation technique (MITRE T1053.002). The /interactive cmd flag launches a SYSTEM-level command prompt, which is a well-known attacker tactic and not typical routine administration. The high mandatory label (S-1-16-12288) and use of the deprecated at command further indicate suspicious scheduled-task abuse."
claude-opus-4-8,ID4688-Scheduled task creation.evtx,easy,A,processed,YES,100.0,100.0,YES,4688,"C:\Windows\System32\schtasks.exe, C:\Windows\System32\cmd.exe, myapp.exe",lambda-user,schtasks  /create /s fs02 /tn tasks_test_hacker2 /tr myapp.exe /sc daily /mo 10,fs02,,0.0,4.65,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4688
- Processes: C:\Windows\System32\schtasks.exe, C:\Windows\System32\cmd.exe, myapp.exe
- Accounts: lambda-user
- Commands: schtasks  /create /s fs02 /tn tasks_test_hacker2 /tr myapp.exe /sc daily /mo 10
- Network: fs02
- Registry: None

EXPLANATION:
A scheduled task is being created remotely on host fs02 via schtasks.exe spawned from cmd.exe, which is a common persistence and lateral-movement technique. The task name ""tasks_test_hacker2"" and the generic ""myapp.exe"" payload, combined with the remote (/s fs02) creation, strongly indicate malicious persistence rather than routine administration."
claude-opus-4-8,ID4698-4699-Fast created & deleted task by ATexec (susp. arg.).evtx,easy,A,processed,YES,100.0,100.0,YES,"4698, 4699",cmd.exe,"admmig, S-1-5-18",/C whoami &gt | %windir%\Temp\bouWFQYO.tmp 2&gt | &amp | 1,,,33.3,4.10,6.0,5.0,2.7,3,16.7,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4698, 4699
- Processes: cmd.exe
- Accounts: admmig, S-1-5-18
- Commands: /C whoami &gt; %windir%\Temp\bouWFQYO.tmp 2&gt;&amp;1
- Network: None
- Registry: None

EXPLANATION:
A scheduled task with a random name (\bouWFQYO) was created and deleted within milliseconds, configured to run as LocalSystem (S-1-5-18) with HighestAvailable privileges and the Hidden flag set. The task executes cmd.exe redirecting whoami output to a temp file, a pattern consistent with Atexec-style remote command execution and privilege escalation rather than legitimate scheduled-task usage."
