# DETECTION BENCHMARK RESULTS - column glossary
# ----------------------------------------------------------------------
# Model               LLM model id used to score this run
# Filename            Source artifact analyzed (EVTX file or CSV stem)
# Difficulty          Tag from metadata.json: easy / medium / hard
# Test Set            A=Known Pattern, B=Obfuscated, C=Noise-heavy, D=Benign
# Status              processed | error | context_exceeded
# Malicious           Model verdict: YES (attack) or NO (routine/benign)
# Confidence %        Heuristic confidence from response structure quality, not model-stated (0-100)
# Alignment %         Share of cited evidence found verbatim in source (0-100)
# Structure Valid     Response parsed cleanly into the required sections
# Event IDs           Event IDs extracted from the model's EVIDENCE block
# Processes           Process names extracted from the model's EVIDENCE block
# Accounts            Account names extracted from the model's EVIDENCE block
# Commands            Command lines / script blocks extracted from EVIDENCE
# Network             IPs / hostnames / shares extracted from EVIDENCE
# Registry            Registry keys / values extracted from EVIDENCE
# Hallucination %     Share of cited evidence not found in source events (0-100)
# Response Time (s)   Wall-clock seconds from prompt sent to response received
# Extraction (6)      Did the model find the right evidence? (0-6)
# Interpretation (6)  Did it correctly explain what the evidence implies? (0-6)
# NoHallucination (4) 4 = no fabricated evidence, 0 = heavy fabrication
# Reasoning (4)       Quality of the chain of reasoning in EXPLANATION (0-4)
# Total (20)          Sum of the four criteria above (0-20)
# Grade               Letter grade from Total: A>=17, B>=14, C>=10, D<10
# LLM Response        Full raw text the model returned, before any parsing
#
# Skip these lines in pandas:  pd.read_csv(path, comment='#')
# ----------------------------------------------------------------------
Model,Filename,Difficulty,Test Set,Status,Malicious,Confidence %,Alignment %,Structure Valid,Event IDs,Processes,Accounts,Commands,Network,Registry,Hallucination %,Response Time (s),Extraction (6),Interpretation (6),NoHallucination (4),Reasoning (4),Total (20),Grade,LLM Response
claude-opus-4-8,BENIGN-ID1-Admin PsExec remote diagnostic.csv,,,processed,NO,100.0,83.3,YES,"1, 4624, 5","PsExec64.exe, PSEXESVC.exe, systeminfo.exe, powershell.exe, services.exe","OFFSEC\admmig, NT AUTHORITY\SYSTEM","PsExec64.exe \\SRV05 -accepteula -u OFFSEC\admmig systeminfo, C:\Windows\PSEXESVC.exe, systeminfo",10.23.30.10,,0.0,5.61,5.0,6.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1, 4624, 5
- Processes: PsExec64.exe, PSEXESVC.exe, systeminfo.exe, powershell.exe, services.exe
- Accounts: OFFSEC\admmig, NT AUTHORITY\SYSTEM
- Commands: PsExec64.exe \\SRV05 -accepteula -u OFFSEC\admmig systeminfo, C:\Windows\PSEXESVC.exe, systeminfo
- Network: 10.23.30.10
- Registry: None

EXPLANATION:
This shows a routine administrative use of PsExec by OFFSEC\admmig from a jump host to run systeminfo on SRV05, with a corresponding Kerberos network logon (Type 3) and PSEXESVC service execution. The activity is limited to a benign discovery command (systeminfo) executed by a legitimate admin account with consistent identifiers across the event chain, indicating expected admin operations rather than attack behavior."
claude-opus-4-8,ID33205-SQL Server member added to database role.evtx,easy,A,processed,NO,100.0,68.8,YES,33205,,"OFFSEC\admmig, test-sql, dbo",ALTER ROLE [db_accessadmin] ADD MEMBER [test-sql,,,0.0,3.92,4.1,6.0,4.0,3,17.1,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 33205
- Processes: None
- Accounts: OFFSEC\admmig, test-sql, dbo
- Commands: ALTER ROLE [db_accessadmin] ADD MEMBER [test-sql]
- Network: None
- Registry: None

EXPLANATION:
This is a SQL Server audit event (action_id APRL, succeeded:true) showing administrator OFFSEC\admmig adding the principal test-sql to the db_accessadmin role on database RCS-TEST-db. While role membership changes that grant access-administration rights can be sensitive, this single event reflects a normal database administration task performed by an admin account with no chain of escalation or suspicious context."
claude-opus-4-8,ID33205-SQL Server user linked to a database.evtx,easy,A,processed,NO,100.0,88.9,YES,33205,MSSQL$RADAR,"OFFSEC\admmig, dbo, test-sql",CREATE USER [test-sql] FOR LOGIN [test-sql,,,0.0,3.66,5.3,5.0,4.0,2,16.3,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 33205
- Processes: MSSQL$RADAR
- Accounts: OFFSEC\admmig, dbo, test-sql
- Commands: CREATE USER [test-sql] FOR LOGIN [test-sql]
- Network: None
- Registry: None

EXPLANATION:
This is a SQL Server audit event (action_id CR, class_type SU) recording the successful creation of a database user [test-sql] mapped to an existing login by the administrative account OFFSEC\admmig. Creating a database user for an existing login is a routine database administration task with no indicators of privilege escalation or unauthorized access. The action was performed by an admin principal in a standard manner, consistent with benign activity."
claude-opus-4-8,ID4723-5145-password reset with changeNTLM (Mimikatz).evtx,easy,A,processed,NO,100.0,100.0,YES,4723,,"hacker2, admmig",,,,0.0,3.21,6.0,5.0,4.0,3,18.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4723
- Processes: None
- Accounts: hacker2, admmig
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
Event ID 4723 indicates an attempt by a user (admmig) to change the password of another account (hacker2). In isolation this is a routine account-management operation without privilege escalation, failed attempts, or other suspicious context. There is no paired event or escalation chain present to indicate malicious behavior."
claude-opus-4-8,ID12-LSA Protect mode enabled RunAsPPL.evtx,easy,D,processed,NO,100.0,100.0,YES,"14, 12",,,,,,0.0,2.85,6.0,4.0,4.0,1,15.0,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 14, 12
- Processes: None
- Accounts: None
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
These are routine Microsoft-Windows-Wininit system events (Event IDs 14 and 12) related to ChkDsk/boot-time configuration status reporting on WIN10-client01.offsec.lan. The Config and IsTestConfig values are 0 and there is no process, account, command, or network activity indicating any attack behavior."
claude-opus-4-8,ID4825-Denied RDP connection with valid credentials.evtx,easy,A,processed,NO,100.0,100.0,YES,4825,,svc6test1,,10.23.23.9,,0.0,4.41,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4825, 4825
- Processes: None
- Accounts: svc6test1
- Commands: None
- Network: 10.23.23.9
- Registry: None

EXPLANATION:
Event ID 4825 indicates a user was denied access via Remote Desktop. Two denied RDP attempts from the same account (svc6test1) and source IP (10.23.23.9) within about a minute appears to reflect a blocked or misconfigured connection rather than a confirmed attack. Without successful logons, privilege escalation, or a broader brute-force pattern, this activity is consistent with routine access denials."
claude-opus-4-8,ID4-OpenSSH server listening.evtx,easy,A,processed,NO,100.0,100.0,YES,4,sshd,,,":: port 22, 0.0.0.0 port 22",,0.0,3.53,6.0,5.0,4.0,1,16.0,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4
- Processes: sshd
- Accounts: None
- Commands: None
- Network: :: port 22, 0.0.0.0 port 22
- Registry: None

EXPLANATION:
These events show the OpenSSH server (sshd) starting up and binding to its standard listening port 22 on both IPv6 (::) and IPv4 (0.0.0.0) interfaces. This is routine service initialization behavior with no authentication failures, unusual commands, or suspicious connections present."
claude-opus-4-8,BENIGN-ID5145-Veeam backup reads files over backup share.csv,,,processed,NO,100.0,83.3,YES,"4624, 4672, 5140, 5145, 4673",C:\Windows\System32\svchost.exe,svc_veeam,,10.23.50.20,,0.0,4.18,5.0,6.0,4.0,4,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4624, 4672, 5140, 5145, 4673
- Processes: C:\Windows\System32\svchost.exe
- Accounts: svc_veeam
- Commands: None
- Network: 10.23.50.20
- Registry: None

EXPLANATION:
The activity shows a Veeam backup service account (svc_veeam) authenticating via Kerberos from a known backup host (BKP01, 10.23.50.20) and accessing the dedicated Backups$ share to read .vbk/.vib backup files. The use of SeBackupPrivilege and SeRestorePrivilege is expected and consistent with backup software behavior, and the file paths and timing reflect a routine scheduled backup job rather than malicious access."
claude-opus-4-8,"ID 768,775,793,796,817,840-BitLocker encryption activated.evtx",easy,D,processed,NO,100.0,100.0,YES,"4122, 796, 817, 840, 775, 780, 768, 793",,,,,"None
- Volumes: \\?\Volume{95b548ac-9d1a-4f36-96fc-2c67e06caefb}, C:",16.7,8.93,6.0,6.0,3.3,2,17.3,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4122, 796, 817, 840, 775, 780, 768, 793
- Processes: None
- Accounts: None
- Commands: None
- Network: None
- Registry: None
- Volumes: \\?\Volume{95b548ac-9d1a-4f36-96fc-2c67e06caefb}, C:

EXPLANATION:
These are routine BitLocker management events showing normal drive encryption lifecycle on the C: volume, including protector creation (775), key/PCR validation (817), encryption start (780), and algorithm selection (768/AES-XTS). The TPM-based PCR measurements reference legitimate Microsoft and ASUSTeK Secure Boot certificates, and the paired state changes (protector add, encryption, conversion) are consistent with standard endpoint disk encryption rather than tampering or attack activity."
claude-opus-4-8,BENIGN-ID33205-SQL Server successful admin login.csv,,,processed,NO,100.0,100.0,YES,33205,,"OFFSEC\svc-sqlreport, dbo",Login succeeded for user 'OFFSEC\svc-sqlreport'. Connection made using Windows authentication. [CLIENT: 10.23.23.41,10.23.23.41,,0.0,4.55,6.0,5.0,4.0,3,18.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 33205
- Processes: None
- Accounts: OFFSEC\svc-sqlreport, dbo
- Commands: Login succeeded for user 'OFFSEC\svc-sqlreport'. Connection made using Windows authentication. [CLIENT: 10.23.23.41]
- Network: 10.23.23.41
- Registry: None

EXPLANATION:
These are successful SQL Server login audit events (action_id LGIS) for a service account (OFFSEC\svc-sqlreport) using Windows authentication from a single consistent internal client (10.23.23.41). The repeated successful logins from the same host with the same session and reporting service account are consistent with routine automated reporting activity, with no failed logins, privilege escalation, or suspicious statements present."
