# DETECTION BENCHMARK RESULTS - column glossary
# ----------------------------------------------------------------------
# Model               LLM model id used to score this run
# Filename            Source artifact analyzed (EVTX file or CSV stem)
# Difficulty          Tag from metadata.json: easy / medium / hard
# Test Set            A=Known Pattern, B=Obfuscated, C=Noise-heavy, D=Benign
# Status              processed | error | context_exceeded
# Malicious           Model verdict: YES (attack) or NO (routine/benign)
# Confidence %        Heuristic confidence from response structure quality, not model-stated (0-100)
# Alignment %         Share of cited evidence found verbatim in source (0-100)
# Structure Valid     Response parsed cleanly into the required sections
# Event IDs           Event IDs extracted from the model's EVIDENCE block
# Processes           Process names extracted from the model's EVIDENCE block
# Accounts            Account names extracted from the model's EVIDENCE block
# Commands            Command lines / script blocks extracted from EVIDENCE
# Network             IPs / hostnames / shares extracted from EVIDENCE
# Registry            Registry keys / values extracted from EVIDENCE
# Hallucination %     Share of cited evidence not found in source events (0-100)
# Response Time (s)   Wall-clock seconds from prompt sent to response received
# Extraction (6)      Did the model find the right evidence? (0-6)
# Interpretation (6)  Did it correctly explain what the evidence implies? (0-6)
# NoHallucination (4) 4 = no fabricated evidence, 0 = heavy fabrication
# Reasoning (4)       Quality of the chain of reasoning in EXPLANATION (0-4)
# Total (20)          Sum of the four criteria above (0-20)
# Grade               Letter grade from Total: A>=17, B>=14, C>=10, D<10
# LLM Response        Full raw text the model returned, before any parsing
#
# Skip these lines in pandas:  pd.read_csv(path, comment='#')
# ----------------------------------------------------------------------
Model,Filename,Difficulty,Test Set,Status,Malicious,Confidence %,Alignment %,Structure Valid,Event IDs,Processes,Accounts,Commands,Network,Registry,Hallucination %,Response Time (s),Extraction (6),Interpretation (6),NoHallucination (4),Reasoning (4),Total (20),Grade,LLM Response
claude-opus-4-8,ID33205-SQL Server failed login with disabled SA account.evtx,easy,A,processed,YES,100.0,75.0,YES,33205,,sa,,10.23.23.9,,0.0,3.38,4.5,6.0,4.0,3,17.5,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 33205
- Processes: None
- Accounts: sa
- Commands: None
- Network: 10.23.23.9
- Registry: None

EXPLANATION:
Multiple failed login attempts for the privileged 'sa' SQL Server account originate from the same client IP (10.23.23.9) within seconds of each other, indicating a password-guessing/brute-force attempt against the administrative account. The repeated ""Login failed for user 'sa'"" failures with state 7 from a single source are consistent with an automated credential attack rather than benign user error."
claude-opus-4-8,ID4625-failed login with denied access due to account restriction.evtx,easy,A,processed,YES,100.0,100.0,YES,4625,C:\Windows\System32\winlogon.exe,"FS03$, -",,10.23.23.9,,0.0,3.46,6.0,2.0,4.0,3,15.0,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4625
- Processes: C:\Windows\System32\winlogon.exe
- Accounts: FS03$, -
- Commands: None
- Network: 10.23.23.9
- Registry: None

EXPLANATION:
Multiple failed RDP logon attempts (LogonType 10) originate from the same source IP 10.23.23.9 against FS03 within a short time window, with Status 0xC000006E indicating invalid/unknown account credentials. This repeated remote authentication failure pattern from a single host is consistent with an RDP brute-force or credential-guessing attack rather than benign user error."
claude-opus-4-8,ID1-WMI spwaning PowerShell process - WMImplant.evtx,easy,B,processed,YES,100.0,100.0,YES,1,"powershell.exe, WmiPrvSE.exe",OFFSEC\admmig,"powershell $env:I4Pzl|.(Get-C`ommand ('{1}e{0}'-f'x','i')), C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding",,,0.0,4.96,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 1
- Processes: powershell.exe, WmiPrvSE.exe, wmiprvse.exe
- Accounts: OFFSEC\admmig
- Commands: powershell $env:I4Pzl|.(Get-C`ommand ('{1}e{0}'-f'x','i')), C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding
- Network: None
- Registry: None

EXPLANATION:
The PowerShell command uses obfuscation techniques (backtick character splitting, string format reconstruction of ""iex""/Invoke-Expression) to execute content from an environment variable, a common evasion tactic to bypass detection. The parent process is WmiPrvSE.exe, indicating WMI-based remote/lateral execution, and it runs at High integrity under a privileged account, consistent with malicious code execution rather than routine administration."
claude-opus-4-8,ID1-WMIexec process execution.evtx,easy,A,processed,YES,100.0,90.0,YES,1,C:\Windows\System32\cmd.exe,NT AUTHORITY\SYSTEM,"C:\Windows\system32\cmd.exe  /Q /c C:\Windows\TEMP\execute.bat, C:\Windows\system32\cmd.exe /Q /c echo cd  ^> \\127.0.0.1\C$\__output 2^>^&1 > C:\Windows\TEMP\execute.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\TEMP\execute.bat & del C:\Windows\TEMP\execute.bat",\\127.0.0.1\C$\__output,,0.0,6.77,5.4,5.0,4.0,3,17.4,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 1
- Processes: C:\Windows\System32\cmd.exe
- Accounts: NT AUTHORITY\SYSTEM
- Commands: C:\Windows\system32\cmd.exe  /Q /c C:\Windows\TEMP\execute.bat, C:\Windows\system32\cmd.exe /Q /c echo cd  ^> \\127.0.0.1\C$\__output 2^>^&1 > C:\Windows\TEMP\execute.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\TEMP\execute.bat & del C:\Windows\TEMP\execute.bat
- Network: \\127.0.0.1\C$\__output
- Registry: None

EXPLANATION:
This matches the classic Impacket/wmiexec-style remote command execution pattern: a SYSTEM-level cmd.exe writes command output to a batch file in C:\Windows\TEMP, redirects output to an admin share (\\127.0.0.1\C$\__output), executes the batch, then deletes it. The technique tag (T1015 Accessibility Features), SYSTEM integrity, and the self-cleaning output-redirection chain strongly indicate semi-interactive lateral movement / remote command execution rather than benign administrative activity."
claude-opus-4-8,ID3-7-10-Suspicious DLL loaded (CME+Mimikatz).evtx,easy,A,processed,YES,100.0,100.0,YES,"7, 3, 10","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe, C:\Windows\system32\lsass.exe",OFFSEC\admmig,,"10.23.42.38, 10.23.123.11",,0.0,4.86,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 7, 3, 10
- Processes: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe, C:\Windows\system32\lsass.exe
- Accounts: OFFSEC\admmig
- Commands: None
- Network: 10.23.42.38, 10.23.123.11
- Registry: None

EXPLANATION:
PowerShell (PID 2668) loaded System.Management.Automation and WMI modules, then opened a handle to lsass.exe with GrantedAccess 0x143A, a signature consistent with credential dumping (LSASS memory access). The same process initiated repeated outbound TCP connections to 10.23.123.11 on port 443, indicating likely C2 or exfiltration following the credential access. This chain of PowerShell-driven LSASS access plus suspicious network beaconing is strongly indicative of malicious activity."
claude-opus-4-8,ID4688-5145-WMIexec execution via SMB.evtx,easy,A,processed,YES,100.0,75.0,YES,"1102, 4964, 4672, 4624, 4688, 4674, 5140, 5145","cmd.exe, conhost.exe","admmig, FS03VULN$, LOCAL SERVICE","cmd.exe /Q /c cd \ 1> \\127.0.0.1\ADMIN$\__1619090610.0007844 2>&1, cmd.exe /Q /c cd  1> \\127.0.0.1\ADMIN$\__1619090610.0007844 2>&1, \??\C:\Windows\system32\conhost.exe 0xffffffff","10.23.23.9, 10.23.123.11, 127.0.0.1",,0.0,15.54,4.5,5.0,4.0,3,16.5,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 1102, 4964, 4672, 4624, 4688, 4674, 5140, 5145
- Processes: cmd.exe, conhost.exe
- Accounts: admmig, FS03VULN$, LOCAL SERVICE
- Commands: cmd.exe /Q /c cd \ 1> \\127.0.0.1\ADMIN$\__1619090610.0007844 2>&1, cmd.exe /Q /c cd  1> \\127.0.0.1\ADMIN$\__1619090610.0007844 2>&1, \??\C:\Windows\system32\conhost.exe 0xffffffff
- Network: 10.23.23.9, 10.23.123.11, 127.0.0.1
- Registry: None

EXPLANATION:
The log begins with Event 1102 (Security log cleared) by admmig, an anti-forensic action, immediately followed by the classic Impacket smbexec/psexec pattern: cmd.exe executions writing output to \\127.0.0.1\ADMIN$\ with a temp filename and redirection (1> ... 2>&1). The actor then performs extensive SMB share enumeration over C$/IPC$ from 10.23.23.9 and accesses files including ""SMB exec.evtx"" on the admmig desktop, all consistent with remote command execution and lateral movement using stolen privileged credentials."
claude-opus-4-8,ID4688-4698 Persistent scheduled task with SYSTEM privileges creation.evtx,easy,A,processed,YES,100.0,93.8,YES,"4688, 4698","schtasks.exe, powershell.exe, cscript.exe, conhost.exe, MonitoringHost.exe","admmig, SRVDEFENDER01$","""C:\Windows\system32\schtasks.exe"" /create /sc minute /mo 1 /tn eviltask /tr C:\tools\shell.cmd /ru SYSTEM, ""C:\Windows\system32\cscript.exe"" /nologo ""MonitorKnowledgeDiscovery.vbs"", \??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",,,0.0,5.27,5.6,6.0,4.0,4,19.6,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4688, 4698
- Processes: schtasks.exe, powershell.exe, cscript.exe, conhost.exe, MonitoringHost.exe
- Accounts: admmig, SRVDEFENDER01$
- Commands: ""C:\Windows\system32\schtasks.exe"" /create /sc minute /mo 1 /tn eviltask /tr C:\tools\shell.cmd /ru SYSTEM, ""C:\Windows\system32\cscript.exe"" /nologo ""MonitorKnowledgeDiscovery.vbs"", \??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1
- Network: None
- Registry: None

EXPLANATION:
A scheduled task named ""eviltask"" was created via schtasks.exe spawned from powershell.exe, configured to run C:\tools\shell.cmd as SYSTEM every minute, which is a classic persistence and privilege-escalation technique (paired Event 4688 process creation and Event 4698 task registration on the same task). The high-frequency execution of a script from a non-standard tools directory under SYSTEM context strongly indicates malicious persistence rather than routine administration."
claude-opus-4-8,ID4688-Interactive shell using AT schedule task.evtx,easy,A,processed,YES,100.0,100.0,YES,4688,"C:\Windows\System32\at.exe, C:\Windows\System32\cmd.exe",admmig,at  13:20 /interactive cmd,,,0.0,3.81,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4688
- Processes: C:\Windows\System32\at.exe, C:\Windows\System32\cmd.exe
- Accounts: admmig
- Commands: at  13:20 /interactive cmd
- Network: None
- Registry: None

EXPLANATION:
The use of at.exe to schedule an interactive cmd session is a classic privilege escalation and persistence technique (mapping to MITRE T1053.002 Scheduled Task/Job via the legacy AT command). The /interactive cmd invocation under a high mandatory integrity label (S-1-16-12288) launched from cmd.exe by the admmig account is consistent with attacker behavior rather than routine task scheduling."
claude-opus-4-8,ID4688-Scheduled task creation.evtx,easy,A,processed,YES,100.0,100.0,YES,4688,"C:\Windows\System32\schtasks.exe, C:\Windows\System32\cmd.exe, myapp.exe",lambda-user,schtasks  /create /s fs02 /tn tasks_test_hacker2 /tr myapp.exe /sc daily /mo 10,fs02,,0.0,3.76,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4688
- Processes: C:\Windows\System32\schtasks.exe, C:\Windows\System32\cmd.exe, myapp.exe
- Accounts: lambda-user
- Commands: schtasks  /create /s fs02 /tn tasks_test_hacker2 /tr myapp.exe /sc daily /mo 10
- Network: fs02
- Registry: None

EXPLANATION:
A scheduled task is being created remotely on host fs02 via schtasks.exe spawned from cmd.exe, indicating lateral movement and persistence. The suspicious task name ""tasks_test_hacker2"" and the generic executable ""myapp.exe"" set to run daily are strong indicators of attacker-established persistence rather than legitimate administrative activity."
claude-opus-4-8,ID4698-4699-Fast created & deleted task by ATexec (susp. arg.).evtx,easy,A,processed,YES,100.0,100.0,YES,"4698, 4699",cmd.exe,"admmig, S-1-5-18",/C whoami &gt | %windir%\Temp\bouWFQYO.tmp 2&gt | &amp | 1,,,33.3,4.82,6.0,6.0,2.7,4,18.7,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4698, 4699
- Processes: cmd.exe
- Accounts: admmig, S-1-5-18
- Commands: /C whoami &gt; %windir%\Temp\bouWFQYO.tmp 2&gt;&amp;1
- Network: None
- Registry: None

EXPLANATION:
A scheduled task with a random name (\bouWFQYO) was created and deleted within milliseconds, running as LocalSystem (S-1-5-18) with HighestAvailable privileges and the Hidden flag set, which matches lateral-movement/command-execution tooling like Impacket atexec. The task executes cmd.exe to run whoami and redirect output to a .tmp file in the Temp directory, a classic pattern for capturing command output remotely, indicating malicious privilege escalation and execution."
