# DETECTION BENCHMARK RESULTS - column glossary
# ----------------------------------------------------------------------
# Model               LLM model id used to score this run
# Filename            Source artifact analyzed (EVTX file or CSV stem)
# Difficulty          Tag from metadata.json: easy / medium / hard
# Test Set            A=Known Pattern, B=Obfuscated, C=Noise-heavy, D=Benign
# Status              processed | error | context_exceeded
# Malicious           Model verdict: YES (attack) or NO (routine/benign)
# Confidence %        Heuristic confidence from response structure quality, not model-stated (0-100)
# Alignment %         Share of cited evidence found verbatim in source (0-100)
# Structure Valid     Response parsed cleanly into the required sections
# Event IDs           Event IDs extracted from the model's EVIDENCE block
# Processes           Process names extracted from the model's EVIDENCE block
# Accounts            Account names extracted from the model's EVIDENCE block
# Commands            Command lines / script blocks extracted from EVIDENCE
# Network             IPs / hostnames / shares extracted from EVIDENCE
# Registry            Registry keys / values extracted from EVIDENCE
# Hallucination %     Share of cited evidence not found in source events (0-100)
# Response Time (s)   Wall-clock seconds from prompt sent to response received
# Extraction (6)      Did the model find the right evidence? (0-6)
# Interpretation (6)  Did it correctly explain what the evidence implies? (0-6)
# NoHallucination (4) 4 = no fabricated evidence, 0 = heavy fabrication
# Reasoning (4)       Quality of the chain of reasoning in EXPLANATION (0-4)
# Total (20)          Sum of the four criteria above (0-20)
# Grade               Letter grade from Total: A>=17, B>=14, C>=10, D<10
# LLM Response        Full raw text the model returned, before any parsing
#
# Skip these lines in pandas:  pd.read_csv(path, comment='#')
# ----------------------------------------------------------------------
Model,Filename,Difficulty,Test Set,Status,Malicious,Confidence %,Alignment %,Structure Valid,Event IDs,Processes,Accounts,Commands,Network,Registry,Hallucination %,Response Time (s),Extraction (6),Interpretation (6),NoHallucination (4),Reasoning (4),Total (20),Grade,LLM Response
gpt-5.5-2026-04-23,ID4625-failed login with denied access due to account restriction.evtx,easy,A,processed,YES,100.0,100.0,YES,4625,C:\Windows\System32\winlogon.exe,FS03$,,"FS03.offsec.lan, 10.23.23.9",,0.0,12.72,6.0,2.0,4.0,3,15.0,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4625
- Processes: C:\Windows\System32\winlogon.exe
- Accounts: FS03$
- Commands: None
- Network: FS03.offsec.lan, 10.23.23.9
- Registry: None

EXPLANATION:
The logs show repeated failed LogonType 10 authentication attempts on FS03.offsec.lan from 10.23.23.9 using C:\Windows\System32\winlogon.exe. Multiple remote interactive logon failures in close succession indicate attempted unauthorized remote access rather than normal activity."
gpt-5.5-2026-04-23,BENIGN-ID1-Admin PsExec remote diagnostic.csv,,,processed,YES,100.0,100.0,YES,"1, 4624, 5","C:\Tools\PsExec64.exe, C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe, C:\Windows\PSEXESVC.exe, C:\Windows\System32\services.exe, C:\Windows\System32\systeminfo.exe","OFFSEC\admmig, admmig, NT AUTHORITY\SYSTEM","PsExec64.exe \\SRV05 -accepteula -u OFFSEC\admmig systeminfo, powershell.exe, C:\Windows\PSEXESVC.exe, C:\Windows\system32\services.exe, systeminfo","win-jump01.offsec.lan, SRV05, srv05.offsec.lan, 10.23.30.10, WIN-JUMP01",,0.0,17.16,6.0,1.0,4.0,2,13.0,C,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 1, 4624, 5
- Processes: C:\Tools\PsExec64.exe, C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe, C:\Windows\PSEXESVC.exe, C:\Windows\System32\services.exe, C:\Windows\System32\systeminfo.exe
- Accounts: OFFSEC\admmig, admmig, NT AUTHORITY\SYSTEM
- Commands: PsExec64.exe \\SRV05 -accepteula -u OFFSEC\admmig systeminfo, powershell.exe, C:\Windows\PSEXESVC.exe, C:\Windows\system32\services.exe, systeminfo
- Network: win-jump01.offsec.lan, SRV05, srv05.offsec.lan, 10.23.30.10, WIN-JUMP01
- Registry: None

EXPLANATION:
PsExec64.exe was launched by OFFSEC\admmig from win-jump01.offsec.lan to \\SRV05, followed by a Kerberos network logon to srv05.offsec.lan from 10.23.30.10 and creation of C:\Windows\PSEXESVC.exe. The service then executed systeminfo as OFFSEC\admmig, showing remote execution and host discovery behavior across systems."
gpt-5.5-2026-04-23,ID33205-SQL Server member added to database role.evtx,easy,A,processed,NO,100.0,93.8,YES,33205,,"OFFSEC\admmig, dbo, test-sql",ALTER ROLE [db_accessadmin] ADD MEMBER [test-sql,mssql01.offsec.lan,,0.0,11.61,5.6,5.0,4.0,2,16.6,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 33205
- Processes: None
- Accounts: OFFSEC\admmig, dbo, test-sql
- Commands: ALTER ROLE [db_accessadmin] ADD MEMBER [test-sql]
- Network: mssql01.offsec.lan
- Registry: None

EXPLANATION:
The event shows OFFSEC\admmig successfully adding test-sql to the db_accessadmin role in the RCS-TEST-db database. This is a privileged SQL role change, but there is no additional event pattern, process activity, network activity, or registry evidence in the provided data indicating attack behavior."
gpt-5.5-2026-04-23,ID33205-SQL Server user linked to a database.evtx,easy,A,processed,NO,100.0,88.9,YES,33205,,"OFFSEC\admmig, dbo, test-sql",CREATE USER [test-sql] FOR LOGIN [test-sql,mssql01.offsec.lan,,0.0,7.41,5.3,5.0,4.0,3,17.3,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 33205
- Processes: None
- Accounts: OFFSEC\admmig, dbo, test-sql
- Commands: CREATE USER [test-sql] FOR LOGIN [test-sql]
- Network: mssql01.offsec.lan
- Registry: None

EXPLANATION:
This event shows a successful SQL audit event where OFFSEC\admmig created a database user test-sql for an existing login in RCS-TEST-db. In isolation, this appears to be routine SQL user administration and there is no additional event pattern showing privilege escalation, suspicious command execution, or malicious activity."
gpt-5.5-2026-04-23,ID4723-5145-password reset with changeNTLM (Mimikatz).evtx,easy,A,processed,NO,100.0,100.0,YES,4723,,"hacker2, admmig",,rootdc1.offsec.lan,,0.0,7.81,6.0,5.0,4.0,1,16.0,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4723
- Processes: None
- Accounts: hacker2, admmig
- Commands: None
- Network: rootdc1.offsec.lan
- Registry: None

EXPLANATION:
This event records an attempt by admmig to change the password for hacker2. In isolation, there is no command, process, network connection, registry change, or related sequence showing attack behavior."
gpt-5.5-2026-04-23,ID60-High volume file downloaded with BITS.evtx,easy,A,processed,NO,100.0,83.3,YES,"3, 5, 59, 60",,OFFSEC\admmig,,"FS03.offsec.lan, releases.ubuntu.com",,0.0,11.74,5.0,5.0,4.0,2,16.0,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 3, 5, 59, 60
- Processes: None
- Accounts: OFFSEC\admmig
- Commands: None
- Network: FS03.offsec.lan, releases.ubuntu.com
- Registry: None

EXPLANATION:
The events show a BITS Transfer job owned by OFFSEC\admmig downloading ubuntu-20.04.3-desktop-amd64.iso from releases.ubuntu.com. No processes, command lines, registry changes, or other attack behaviors are present in the provided logs, so this appears consistent with benign BITS activity."
gpt-5.5-2026-04-23,ID4688-sqlcmd tool abuse in SQL Server.evtx,easy,A,processed,NO,100.0,100.0,YES,4688,"C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\110\Tools\Binn\SQLCMD.EXE, C:\Windows\System32\cmd.exe",admmig,"sqlcmd  -S .\RADAR,2020",mssql01.offsec.lan,,0.0,7.97,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4688
- Processes: C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\110\Tools\Binn\SQLCMD.EXE, C:\Windows\System32\cmd.exe
- Accounts: admmig
- Commands: sqlcmd  -S .\RADAR,2020
- Network: mssql01.offsec.lan
- Registry: None

EXPLANATION:
This event shows admmig launching SQLCMD.EXE from cmd.exe to connect to .\RADAR,2020. A single sqlcmd execution to a local SQL Server instance is not sufficient evidence of malicious behavior without additional suspicious commands or related activity."
gpt-5.5-2026-04-23,ID12-LSA Protect mode enabled RunAsPPL.evtx,easy,D,processed,NO,100.0,100.0,YES,"14, 12",,,,WIN10-client01.offsec.lan,,0.0,6.46,6.0,5.0,4.0,1,16.0,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 14, 12
- Processes: None
- Accounts: None
- Commands: None
- Network: WIN10-client01.offsec.lan
- Registry: None

EXPLANATION:
The events are from Microsoft-Windows-Wininit with Event IDs 14 and 12 and contain only configuration-related fields. There are no processes, accounts, commands, registry keys, or suspicious network indicators in the provided event data."
gpt-5.5-2026-04-23,ID4664-symbolic link created.evtx,easy,A,processed,NO,100.0,100.0,YES,4664,,Admin,,WIN,,16.7,9.61,6.0,5.0,3.3,1,15.3,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4664
- Processes: None
- Accounts: Admin
- Commands: None
- Network: WIN
- Registry: None

EXPLANATION:
The event shows Admin creating a link involving C:\Users\Admin\Downloads\Sysmon\sysmonconf.xml and C:\Users\Admin\Downloads\sysmonconf.xml. There are no processes, commands, registry changes, or other related events indicating attack behavior."
gpt-5.5-2026-04-23,ID4673-Privilege SeMachineAccountPrivilege called.evtx,easy,A,processed,NO,100.0,100.0,YES,4673,C:\Windows\System32\lsass.exe,hack1,,rootdc1.offsec.lan,,0.0,7.92,6.0,5.0,4.0,3,18.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4673
- Processes: C:\Windows\System32\lsass.exe
- Accounts: hack1
- Commands: None
- Network: rootdc1.offsec.lan
- Registry: None

EXPLANATION:
The event shows hack1 using SeMachineAccountPrivilege through C:\Windows\System32\lsass.exe against the Security Account Manager. With only this single privilege-use event and no command, registry, or additional correlated activity, the data is insufficient to conclude attack behavior."
